lemma	length	difficulty	morphology_tags	plural_only	zipf_frequency	frequency_rank_for_length	source	status	manual_decision
охрана	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.25	143	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
оценка	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.66	62	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
очаг	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.64	322	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
очередь	7	EXPERT	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	5.10	10	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
очистка	7	EXPERT	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.47	495	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
очки	4	EASY	NOUN,inan,GNdr,Pltm plur,ablt | NOUN,inan,GNdr,Pltm plur,accs | NOUN,inan,GNdr,Pltm plur,datv | NOUN,inan,GNdr,Pltm plur,gent | NOUN,inan,GNdr,Pltm plur,loct | NOUN,inan,GNdr,Pltm plur,nomn	true	4.51	92	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
ошибка	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.48	88	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
падение	7	EXPERT	NOUN,inan,neut plur,ablt | NOUN,inan,neut plur,ablt,V-be | NOUN,inan,neut plur,accs | NOUN,inan,neut plur,accs,V-be | NOUN,inan,neut plur,datv | NOUN,inan,neut plur,datv,V-be | NOUN,inan,neut plur,gent | NOUN,inan,neut plur,loct | NOUN,inan,neut plur,loct,V-be | NOUN,inan,neut plur,nomn | NOUN,inan,neut plur,nomn,V-be | NOUN,inan,neut sing,ablt | NOUN,inan,neut sing,ablt,V-be | NOUN,inan,neut sing,accs | NOUN,inan,neut sing,accs,V-be | NOUN,inan,neut sing,datv | NOUN,inan,neut sing,datv,V-be | NOUN,inan,neut sing,gent | NOUN,inan,neut sing,gent,V-be | NOUN,inan,neut sing,loct | NOUN,inan,neut sing,loct,V-be | NOUN,inan,neut sing,loct,V-be,V-bi | NOUN,inan,neut sing,nomn | NOUN,inan,neut sing,nomn,V-be	false	4.33	113	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пакет	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.38	125	TRUSTED_V1	TRUSTED	ALLOW
пакт	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.34	474	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
палата	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.07	200	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
палец	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.21	173	TRUSTED_V1	TRUSTED	ALLOW
пальто	6	HARD	NOUN,inan,neut,Fixd plur,ablt | NOUN,inan,neut,Fixd plur,accs | NOUN,inan,neut,Fixd plur,datv | NOUN,inan,neut,Fixd plur,gent | NOUN,inan,neut,Fixd plur,loct | NOUN,inan,neut,Fixd plur,nomn | NOUN,inan,neut,Fixd sing,ablt | NOUN,inan,neut,Fixd sing,accs | NOUN,inan,neut,Fixd sing,datv | NOUN,inan,neut,Fixd sing,gent | NOUN,inan,neut,Fixd sing,loct | NOUN,inan,neut,Fixd sing,nomn	false	4.24	148	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
память	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.96	23	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
панда	5	MEDIUM	NOUN,anim,femn plur,ablt | NOUN,anim,femn plur,accs | NOUN,anim,femn plur,datv | NOUN,anim,femn plur,gent | NOUN,anim,femn plur,loct | NOUN,anim,femn plur,nomn | NOUN,anim,femn sing,ablt | NOUN,anim,femn sing,ablt,V-oy | NOUN,anim,femn sing,accs | NOUN,anim,femn sing,datv | NOUN,anim,femn sing,gent | NOUN,anim,femn sing,loct | NOUN,anim,femn sing,nomn	false	3.32	726	TRUSTED_V1	TRUSTED	ALLOW
панель	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.75	335	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пани	4	EASY	NOUN,anim,femn,Fixd plur,ablt | NOUN,anim,femn,Fixd plur,accs | NOUN,anim,femn,Fixd plur,datv | NOUN,anim,femn,Fixd plur,gent | NOUN,anim,femn,Fixd plur,loct | NOUN,anim,femn,Fixd plur,nomn | NOUN,anim,femn,Fixd sing,ablt | NOUN,anim,femn,Fixd sing,accs | NOUN,anim,femn,Fixd sing,datv | NOUN,anim,femn,Fixd sing,gent | NOUN,anim,femn,Fixd sing,loct | NOUN,anim,femn,Fixd sing,nomn	false	3.27	518	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
паника	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.69	383	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
панк	4	EASY	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn | NOUN,inan,masc,Sgtm sing,ablt | NOUN,inan,masc,Sgtm sing,accs | NOUN,inan,masc,Sgtm sing,datv | NOUN,inan,masc,Sgtm sing,gent | NOUN,inan,masc,Sgtm sing,loct | NOUN,inan,masc,Sgtm sing,nomn	false	3.83	260	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
папа	4	EASY	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,ablt,V-oy | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn | NOUN,anim,masc sing,voct	false	4.84	44	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
папка	5	MEDIUM	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.46	595	TRUSTED_V1	TRUSTED	ALLOW
пара	4	EASY	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.77	51	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
парень	6	HARD	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	4.96	24	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пари	4	EASY	NOUN,inan,neut,Fixd plur,ablt | NOUN,inan,neut,Fixd plur,accs | NOUN,inan,neut,Fixd plur,datv | NOUN,inan,neut,Fixd plur,gent | NOUN,inan,neut,Fixd plur,loct | NOUN,inan,neut,Fixd plur,nomn | NOUN,inan,neut,Fixd sing,ablt | NOUN,inan,neut,Fixd sing,accs | NOUN,inan,neut,Fixd sing,datv | NOUN,inan,neut,Fixd sing,gent | NOUN,inan,neut,Fixd sing,loct | NOUN,inan,neut,Fixd sing,nomn	false	3.73	289	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
парк	4	EASY	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.71	57	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пародия	7	EXPERT	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-ey | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.53	453	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пароль	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.96	237	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
паром	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.79	373	TRUSTED_V1	TRUSTED	ALLOW
пароход	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.62	400	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
парочка	7	EXPERT	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.72	344	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
парта	5	MEDIUM	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	2.44	1739	TRUSTED_V1	TRUSTED	ALLOW
партия	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-ey | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	4.87	33	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
партнер	7	EXPERT	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	4.06	201	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
парус	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.53	546	TRUSTED_V1	TRUSTED	ALLOW
паспорт	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	4.26	131	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
паста	5	MEDIUM	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.38	672	TRUSTED_V1	TRUSTED	ALLOW
пастор	6	HARD	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	3.55	495	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
патриот	7	EXPERT	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	3.62	401	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
патруль	7	EXPERT	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn | NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.63	396	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
паук	4	EASY	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	3.86	252	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пациент	7	EXPERT	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	3.93	239	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
певец	5	MEDIUM	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	4.13	206	TRUSTED_V1	TRUSTED	ALLOW
певица	6	HARD	NOUN,anim,femn plur,ablt | NOUN,anim,femn plur,accs | NOUN,anim,femn plur,datv | NOUN,anim,femn plur,gent | NOUN,anim,femn plur,loct | NOUN,anim,femn plur,nomn | NOUN,anim,femn sing,ablt | NOUN,anim,femn sing,ablt,V-ey | NOUN,anim,femn sing,accs | NOUN,anim,femn sing,datv | NOUN,anim,femn sing,gent | NOUN,anim,femn sing,loct | NOUN,anim,femn sing,nomn	false	4.29	125	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
педагог	7	EXPERT	NOUN,anim,masc plur,ablt | NOUN,anim,masc plur,accs | NOUN,anim,masc plur,datv | NOUN,anim,masc plur,gent | NOUN,anim,masc plur,loct | NOUN,anim,masc plur,nomn | NOUN,anim,masc sing,ablt | NOUN,anim,masc sing,accs | NOUN,anim,masc sing,datv | NOUN,anim,masc sing,gent | NOUN,anim,masc sing,loct | NOUN,anim,masc sing,nomn	false	3.84	274	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пейзаж	6	HARD	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.87	275	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пена	4	EASY	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-oy | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.43	411	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пение	5	MEDIUM	NOUN,inan,neut plur,ablt | NOUN,inan,neut plur,ablt,V-be | NOUN,inan,neut plur,accs | NOUN,inan,neut plur,accs,V-be | NOUN,inan,neut plur,datv | NOUN,inan,neut plur,datv,V-be | NOUN,inan,neut plur,gent | NOUN,inan,neut plur,loct | NOUN,inan,neut plur,loct,V-be | NOUN,inan,neut plur,nomn | NOUN,inan,neut plur,nomn,V-be | NOUN,inan,neut sing,ablt | NOUN,inan,neut sing,ablt,V-be | NOUN,inan,neut sing,accs | NOUN,inan,neut sing,accs,V-be | NOUN,inan,neut sing,datv | NOUN,inan,neut sing,datv,V-be | NOUN,inan,neut sing,gent | NOUN,inan,neut sing,gent,V-be | NOUN,inan,neut sing,loct | NOUN,inan,neut sing,loct,V-be | NOUN,inan,neut sing,loct,V-be,V-bi | NOUN,inan,neut sing,nomn | NOUN,inan,neut sing,nomn,V-be	false	3.86	336	TRUSTED_V1	TRUSTED	ALLOW
пенсия	6	HARD	NOUN,inan,femn plur,ablt | NOUN,inan,femn plur,accs | NOUN,inan,femn plur,datv | NOUN,inan,femn plur,gent | NOUN,inan,femn plur,loct | NOUN,inan,femn plur,nomn | NOUN,inan,femn sing,ablt | NOUN,inan,femn sing,ablt,V-ey | NOUN,inan,femn sing,accs | NOUN,inan,femn sing,datv | NOUN,inan,femn sing,gent | NOUN,inan,femn sing,loct | NOUN,inan,femn sing,nomn	false	3.65	413	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
пепел	5	MEDIUM	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gen2 | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.71	422	TRUSTED_V1	TRUSTED	ALLOW
перебор	7	EXPERT	NOUN,inan,masc plur,ablt | NOUN,inan,masc plur,accs | NOUN,inan,masc plur,datv | NOUN,inan,masc plur,gent | NOUN,inan,masc plur,loct | NOUN,inan,masc plur,nomn | NOUN,inan,masc sing,ablt | NOUN,inan,masc sing,accs | NOUN,inan,masc sing,datv | NOUN,inan,masc sing,gent | NOUN,inan,masc sing,loct | NOUN,inan,masc sing,nomn	false	3.52	458	WORDFREQ_RANKED	IN_POOL_REVIEW_REQUIRED	
